_inputshopbuymultiple;COMPRAR
achievement_90051_desc_console;Completa un recorrido de la arena con al menos 6 victorias.
achievement_90051_title;Descansando en el bosque
achievement_90051_title_console;La luz de mis ojos
achievement_90052_desc;Gana 5 partidas con el atuendo de druida de Alzur
achievement_90052_title;En la naturaleza
achievement_90053_desc;Gana 10 partidas con el atuendo de druida de Alzur
achievement_90053_title;Contemplando la naturaleza
achievement_90054_desc;Gana 20 partidas con el atuendo de druida de Alzur
achievement_90054_title;Prepárate para la cosecha
achievement_90055_desc;Gana 40 partidas con el atuendo de druida de Alzur
achievement_90055_title;Para el próximo paso, unas invocaciones
achievement_90056_desc;Juega 10 partidas con el avatar de Alzur druida
achievement_90056_title;¡Enfrenta al druida!
achievement_90058_desc;Gana 1 partida con el atuendo de ronin de Alzur
achievement_90058_title;Buscando redención
achievement_90059_desc;Gana 5 partida con el atuendo de ronin de Alzur
achievement_90059_title;Al viento
achievement_90060_desc;Gana 10 partida con el atuendo de ronin de Alzur
achievement_90060_title;Estudiando el mundo
achievement_90061_desc;Gana 20 partida con el atuendo de ronin de Alzur
achievement_90061_title;Detrás de la máscara
achievement_90062_desc;Juega 20 partidas con el avatar de ronin
achievement_90062_title;¡Enfrenta al ronin!
achievement_90064_desc;Gana 1 partida con el atuendo de nigromante de Alzur
achievement_90064_title;Mirando desde la oscuridad
achievement_90065_desc;Gana 5 partida con el atuendo de nigromante de Alzur
achievement_90065_title;En las sombras
achievement_90066_desc;Gana 10 partida con el atuendo de nigromante de Alzur
achievement_90066_title;Merodeando dentro del abismo
achievement_90067_desc;Gana 20 partida con el atuendo de nigromante de Alzur
achievement_90067_title;¡Oh, sí, cosecha!
achievement_90068_desc;Gana 40 partidas con el atuendo de nigromante de Alzur
achievement_90068_title;Invocación oscura
achievement_90069_desc;Juega 20 partidas con el avatar de Alzur nigromante
achievement_90069_title;¡Enfrenta al nigromante!
achievement_90071_desc;Gana 1 partida con el atuendo de armadura equipado
achievement_90071_title;Preparaciones para la batalla
achievement_90072_desc;Gana 10 partidas con el atuendo de armadura equipado
achievement_90072_title;Armadura. ¡Lista!
achievement_90073_desc;Gana 20 partidas con el atuendo de armadura equipado
achievement_90073_title;Yelmo. ¡Listo!
achievement_90074_desc;Juega 20 partidas con el avatar de yelmo equipado
achievement_90074_title;¡Enfrenta al caballero!
achievement_90076_desc;Gana 1 partida con el atuendo de armadura, la moneda de escarabajo o el foco de cubo antiguo equipados
achievement_90076_title;¡Prepárate para un poco de lujo!
achievement_90077_desc;Gana 5 partidas con el atuendo de armadura, la moneda de escarabajo o el foco de cubo antiguo equipados
achievement_90077_title;¡Chico de oro!
achievement_90078_desc;Gana 10 partidas con el atuendo de armadura, la moneda de escarabajo o el foco de cubo antiguo equipados
achievement_90078_title;¡Necesito más oro!
achievement_90079_desc;Gana 20 partidas con el atuendo de armadura, la moneda de escarabajo o el foco de cubo antiguo equipados
achievement_90079_title;Yelmo de oro. ¡Listo!
achievement_90080_desc;Gana 40 partidas con el atuendo de armadura, la moneda de escarabajo o el foco de cubo antiguo equipados
achievement_90080_title;¡Alabado sea el oro!
achievement_90081_desc;Juega 10 partidas con cada tipo de adorno de mutágeno
achievement_90081_title;Suerte líquida
achievement_90082_desc;Juega {0} partidas con el avatar o el borde animado del mutágeno azul
achievement_90082_title;+7 % de intensidad de señal
achievement_90083_desc;Juega {0} partidas con el avatar o el borde animado del mutágeno amarillo
achievement_90083_title;+5 % de intelecto
achievement_90084_desc;Juega {0} partidas con el avatar o el borde animado del mutágeno verde
achievement_90084_title;+100 de vitalidad
achievement_90085_desc;Juega {0} partidas con el avatar o el borde animado del mutágeno violeta
achievement_90085_title;+5 % de poder mágico
achievement_90086_desc;Juega {0} partidas con el avatar o el borde animado del mutágeno rojo
achievement_90086_title;+7 % de poder de ataque
achievement_90087_desc;Completa todos los contratos conectados con el Viaje de Alzur
achievement_90087_title;¡Orgullo de Alzur!
achievement_90088_desc;Juega {0} partidas con uno de los adornos del conjunto del sol y la luna
achievement_90088_title;Unidad del sol y la luna
achievement_90089_desc;Completa 5 misiones del viaje de Yennefer
achievement_90089_title;Adepta
achievement_90090_desc;Completa 10 misiones del viaje de Yennefer
achievement_90090_title;Enviada
achievement_90091_desc;Completa 20 misiones del viaje de Yennefer
achievement_90091_title;Hechicera
achievement_90092_desc;Completa todas las misiones semanales del viaje de Yennefer estándar y extendido
achievement_90092_title;La amazona de guerra
achievement_90093_desc;Completa todas las misiones semanales del viaje de Yennefer estándar
achievement_90093_title;Vidente
achievement_90094_desc;Completa todas las misiones semanales del viaje de Yennefer extendido
achievement_90094_title;Tempestad
achievement_90095_desc;Alcanza el nivel 100 en el viaje de Yennefer estándar y extendido
achievement_90095_title;Equipo Yen
achievement_90096_desc;Alcanza el nivel 100 en el viaje de Yennefer estándar
achievement_90096_title;Búho
achievement_90097_desc;Alcanza el nivel 100 en el viaje de Yennefer extendido
achievement_90097_title;Alondra
achievement_90098_desc;Juega 200 partidas con cualquier atuendo de Yennefer
achievement_90098_title;El largo plazo
achievement_90100_desc;Juega 1 partida con el atuendo de hechicera de batalla de Yennefer
achievement_90100_title;Calentando
achievement_90101_desc;Juega 5 partidas con el atuendo de hechicera de batalla de Yennefer
achievement_90101_title;Preparada para la batalla
achievement_90102_desc;Juega 10 partidas con el atuendo de hechicera de batalla de Yennefer
achievement_90102_title;Hecha para el combate
achievement_90103_desc;Juega 20 partidas con el atuendo de hechicera de batalla de Yennefer
achievement_90103_title;Contendiente competente
achievement_90104_desc;Juega 40 partidas con el atuendo de hechicera de batalla de Yennefer
achievement_90104_title;Forjada en el campo de batalla
achievement_90106_desc;Juega 1 partida con el atuendo de armadura ligera de Yennefer
achievement_90106_title;Visión poco común
achievement_90107_desc;Juega 5 partidas con el atuendo de armadura ligera de Yennefer
achievement_90107_title;Algo distinto
achievement_90108_desc;Juega 10 partidas con el atuendo de armadura ligera de Yennefer
achievement_90108_title;Atuendo inusual
achievement_90109_desc;Juega 20 partidas con el atuendo de armadura ligera de Yennefer
achievement_90109_title;Aspecto exquisito
achievement_90110_desc;Juega 40 partidas con el atuendo de armadura ligera de Yennefer
achievement_90110_title;Estilo único
achievement_90112_desc;Juega 1 partida con la capucha o la capa de Yennefer
achievement_90112_title;Envuelta
achievement_90113_desc;Juega 5 partidas con la capucha o la capa de Yennefer
achievement_90113_title;Disfrazada
achievement_90114_desc;Juega 10 partidas con la capucha o la capa de Yennefer
achievement_90114_title;Disimulada
achievement_90115_desc;Juega 20 partidas con la capucha o la capa de Yennefer
achievement_90115_title;Cubierta
achievement_90116_desc;Juega 40 partidas con la capucha o la capa de Yennefer
achievement_90116_title;Escondida a plena vista
achievement_90118_desc;Juega 1 partida con el vestido de baile o el atuendo de nigromante de Yennefer
achievement_90118_title;Para ocasiones especiales
achievement_90119_desc;Juega 5 partidas con el vestido de baile o el atuendo de nigromante de Yennefer
achievement_90119_title;Una con la naturaleza
achievement_90120_desc;Juega 10 partidas con el vestido de baile o el atuendo de nigromante de Yennefer
achievement_90120_title;Presencia distinguida
achievement_90121_desc;Juega 20 partidas con el vestido de baile o el atuendo de nigromante de Yennefer
achievement_90121_title;Hecha para los tacones de aguja
achievement_90122_desc;Juega 40 partidas con el vestido de baile o el atuendo de nigromante de Yennefer
achievement_90122_title;¿Negro y azul o dorado y blanco?
achievement_90123_desc;Completa todos los contratos relacionados con el viaje de Yennefer
achievement_90123_title;Imparable
achievement_90125_desc;Completa 5 misiones del viaje de Triss
achievement_90125_title;Siéntate y escucha
achievement_90126_desc;Completa 10 misiones del viaje de Triss
achievement_90126_title;Un relato del pasado
achievement_90127_desc;Completa 20 misiones del viaje de Triss
achievement_90127_title;Capítulo final
achievement_90128_desc;Completa todas las misiones semanales del viaje de Triss estándar y extendido
achievement_90128_title;Como un fénix
achievement_90129_desc;Completa todas las misiones semanales del viaje de Triss estándar
achievement_90129_title;Soñadora
achievement_90130_desc;Completa todas las misiones semanales del viaje de Triss extendido
achievement_90130_title;Tormenta de fuego
achievement_90131_desc;Alcanza el nivel 100 en el viaje de Triss estándar y extendido
achievement_90131_title;Hechicera de fuego
achievement_90132_desc;Alcanza el nivel 100 en el viaje de Triss estándar
achievement_90132_title;Oniromante
achievement_90133_desc;Alcanza el nivel 100 en el viaje de Triss extendido
achievement_90133_title;Sanadora
achievement_90135_desc;Juega 1 partida con la bata médica de Triss
achievement_90135_title;Leyendo la fórmula
achievement_90136_desc;Juega 5 partidas con la bata médica de Triss
achievement_90136_title;Reuniendo ingredientes
achievement_90137_desc;Juega 10 partidas con la bata médica de Triss
achievement_90137_title;Limpiando un vial
achievement_90138_desc;Juega 20 partidas con la bata médica de Triss
achievement_90138_title;Mezclando hierbas
achievement_90139_desc;Juega 40 partidas con la bata médica de Triss
achievement_90139_title;Haciendo una poción
achievement_90141_desc;Juega 1 partida con el atuendo Assassins of Kings de Triss
achievement_90141_title;Prólogo
achievement_90142_desc;Juega 5 partidas con el atuendo Assassins of Kings de Triss
achievement_90142_title;Capítulo I
achievement_90143_desc;Juega 10 partidas con el atuendo Assassins of Kings de Triss
achievement_90143_title;Capítulo II
achievement_90144_desc;Juega 20 partidas con el atuendo Assassins of Kings de Triss
achievement_90144_title;Capítulo III
achievement_90145_desc;Juega 40 partidas con el atuendo Assassins of Kings de Triss
achievement_90145_title;Epílogo
achievement_90147_desc;Juega 1 partida con la cota de batalla temeria o la cota de batalla escarlata de Triss
achievement_90147_title;Elegante
achievement_90148_desc;Juega 5 partidas con la cota de batalla temeria o la cota de batalla escarlata de Triss
achievement_90148_title;Inteligente
achievement_90149_desc;Juega 10 partidas con la cota de batalla temeria o la cota de batalla escarlata de Triss
achievement_90149_title;Astuta
achievement_90150_desc;Juega 20 partidas con la cota de batalla temeria o la cota de batalla escarlata de Triss
achievement_90150_title;Estratégica
achievement_90151_desc;Juega 40 partidas con la cota de batalla temeria o la cota de batalla escarlata de Triss
achievement_90151_title;Diplomática
achievement_90153_desc;Juega 1 partida con el atuendo Merigold la Temeraria o con la Máscara de zorro esmeralda de Triss
achievement_90153_title;Zorrito
achievement_90154_desc;Juega 5 partidas con el atuendo Merigold la Temeraria o con la Máscara de zorro esmeralda de Triss
achievement_90154_title;Astuta como un zorro
achievement_90155_desc;Juega 10 partidas con el atuendo Merigold la Temeraria o con la Máscara de zorro esmeralda de Triss
achievement_90155_title;Sofisticada
achievement_90156_desc;Juega 20 partidas con el atuendo Merigold la Temeraria o con la Máscara de zorro esmeralda de Triss
achievement_90156_title;Astutriss
achievement_90157_desc;Juega 40 partidas con el atuendo Merigold la Temeraria o con la Máscara de zorro esmeralda de Triss
achievement_90157_title;Con clase y elegancia
achievement_90158_desc;Juega 10 partidas con el avatar de Triss adolescente
achievement_90158_title;Joven y hermosa
achievement_90159_desc;Juega 10 partidas con el avatar de Triss de The Witcher
achievement_90159_title;Hace mucho tiempo
achievement_90160_desc;Juega 10 partidas con el avatar médico
achievement_90160_title;Locos experimentos
achievement_90161_desc;Completa todos los contratos relacionados con el viaje de Triss
achievement_90161_title;Una larga cola
achievement_90171_title;El compromiso
achievement_90172_title;El giro
achievement_90173_title;El prestigio
achievement_90175_desc;Completa todas las misiones del viaje de Aretuza
achievement_90175_title;Igual no aprendí nada
achievement_90176_desc;Completa todas las misiones del viaje de Aretuza estándar
achievement_90176_title;Hoy es mi graduación
achievement_90177_desc;Completa todas las misiones del viaje de Aretuza extendido
achievement_90177_title;Hice mi tesis
achievement_90179_desc;Alcanza el nivel 100 en el viaje de Aretuza estándar y extendido
achievement_90179_title;Curso básico de magia arcana
achievement_90180_desc;Alcanza el nivel 100 en el viaje de Aretuza estándar
achievement_90180_title;Alumna de Aretuza
achievement_90181_desc;Alcanza el nivel 100 en el viaje de Aretuza extendido
achievement_90181_title;Erudita de Aretuza
achievement_90183_title;La primera impresión es la última
achievement_90184_title;Poniéndote cómoda
achievement_90185_title;Qué bien sienta, compadre
achievement_90186_title;Casi como un hogar
achievement_90187_title;Cada rincón y recoveco
achievement_90189_title;Polvo de estrellas
achievement_90190_title;Protoestrella
achievement_90191_title;Supergigante
achievement_90192_title;Supernova
achievement_90193_title;La galaxia de toda la vida
achievement_90195_title;Me levanté a la mañana
achievement_90196_title;Primera lección del día
achievement_90197_title;¡Hora del almuerzo!
achievement_90198_title;¿Terminará esto algún día?
achievement_90199_title;Después de la escuela
achievement_90201_title;Cueva oscura
achievement_90202_title;La caja de cerillas está empapada
achievement_90203_title;Luz de antorcha
achievement_90204_title;Hoguera en la cueva
achievement_90205_title;Alucinante
achievement_90207_title;Fresas de Aretuza
achievement_90208_title;Escuela de músicas de Aretuza
achievement_90209_title;Club de música ligera de Aretuza
achievement_90210_desc;Completa todos los contratos del viaje de Aretuza
achievement_90210_title;Alumna favorita de la directora
achievement_90212_title;Banco
achievement_90213_title;Empalizada
achievement_90214_title;Jaula
achievement_90216_desc;Completa todas las misiones del viaje de Regis
achievement_90216_title;Entrevista con Regis
achievement_90217_desc;Completa todas las misiones del viaje de Regis del viaje estándar
achievement_90217_title;Cazador de caballeros
achievement_90218_desc;Completa todas las misiones del viaje de Regis del viaje extendido
achievement_90218_title;Apaciguador
achievement_90220_desc;Alcanza el nivel 100 en los viajes de Regis estándar y extendido
achievement_90220_title;Por fin puedes descansar
achievement_90221_desc;Alcanza el nivel 100 en el viaje estándar de Regis
achievement_90221_title;Y todo lo que tenía era esto...
achievement_90222_desc;Alcanza el nivel 100 en el viaje extendido de Regis
achievement_90222_title;Historia interminable
achievement_90224_title;Solo un barbero cirujano
achievement_90225_title;¡Ups! Algo salió mal.
achievement_90226_title;Un error honrado
achievement_90227_title;Juego de herramientas manchado de sangre
achievement_90228_title;Sed (des)controlada
achievement_90230_title;Bienvenido al baile
achievement_90231_title;¡Hora del aperitivo!
achievement_90232_title;Gentilhombre
achievement_90233_title;Aficionado al vals
achievement_90234_title;Por quien doblan las campanas de medianoche
achievement_90236_title;Cobrador de sangre
achievement_90237_title;Casi no humano
achievement_90238_title;No seas el caminante solitario
achievement_90239_title;Recogiendo hierbas en el cementerio
achievement_90240_title;Error fatal
achievement_90242_title;Hijos de la noche
achievement_90243_title;No apto para cardíacos
achievement_90244_title;Lo último que querrías ver
achievement_90245_title;Imperio de la luna llena
achievement_90246_title;Vampiro legendario
achievement_90248_title;Silencio ensordecedor
achievement_90249_title;Ruido siniestro
achievement_90250_title;Y esa fue la noche en que las campanas de medianoche me rompieron los tímpanos
achievement_90251_desc;Completa todos los contratos del viaje de Regis
achievement_90251_title;Consumido
achievement_90253_title;Cometer el mismo error dos veces
achievement_90254_title;A las moiras les encanta la trinidad
achievement_category_arena;Arena
achievement_category_collection;Colección
achievement_category_expansions;expansiones
achievement_category_general;General
achievement_category_journey;viaje
achievement_category_levels;Niveles
achievement_category_mastery;Maestría
achievement_category_ranked;Clasificada
achievement_category_seasonal;De temporada
achievement_category_singleplayer;The Witcher Tales
achievement_complete_x_aretuza_quests;Completa {0} misiones del viaje de Aretuza
achievement_complete_x_regis_quests;Completa {0} misiones del viaje de Regis
achievement_geralt_winter_event;Gana {0} partidas con el aspecto de Geralt equipado
achievement_help_x_crones;Ayuda a {0} moiras a preparar el regalo para los aldeanos durante las fiestas de Saovine
achievement_play_x_games_with_aretuza_music;Juega {0} partidas con cualquier pista de música del viaje de Aretuza equipada
achievement_play_x_games_with_cave;Juega {0} partidas con el tablero de la Cueva de la isla de Thanedd
achievement_play_x_games_with_classrooms;Juega {0} partidas con cualquier tablero de aulas de Aretuza
achievement_play_x_games_with_half_regis;Juega {0} partidas con las formas mestizas de Regis
achievement_play_x_games_with_halls;Juega {0} partidas con cualquier tablero de salas de Aretuza
achievement_play_x_games_with_office;Juega 0 partidas con el tablero del despacho de la directora
achievement_play_x_games_with_regis_ball;Juega {0} partidas con los atuendos de baile de Regis
achievement_play_x_games_with_regis_human;Juega {0} partidas con Regis con capas
achievement_play_x_games_with_regis_music;Juega {0} partidas con cualquier música del viaje de Regis equipada
achievement_play_x_games_with_vampire_regis;Juega {0} partidas con las formas de vampiro de Regis
achievement_points;Puntos {0}
achievement_thronebreaker_chest_unlock_desc;Se desbloquea al abrir un cofre específico en Thronebreaker.
achievements_all;Todas
achievements_almost_completed;Casi completado
achievements_claim;Reclamar:
achievements_reward;Recompensa:
achievements_summary;Resumen
achievements_track;Seguir
achievements_tracking;Seguido
achievements_unclaimed;Sin reclamar
active_leader_mill_warning;No se puede moler una carta de Líder si está en un mazo.
advance_loading_screen_hint_1;¡Las cartas que robes por encima de 10 al inicio de una ronda se transforman en intercambios!
advance_loading_screen_hint_10;Las habilidades se resuelven de izquierda a derecha, y la fila cuerpo a cuerpo se verifica antes que la fila a distancia.
advance_loading_screen_hint_11;Las habilidades de despliegue de las cartas se ejecutan antes de que las pasivas de otras cartas las puedan eliminar.
advance_loading_screen_hint_12;¡Cuando pasas después de tu rival, tus habilidades de final de turno se activarán igualmente!
advance_loading_screen_hint_13;Cuando eres la segunda persona que pasa, la ronda se termina automáticamente.
advance_loading_screen_hint_14;Cuando llegue el invierno blanco, no te comas la nieve amarilla.
advance_loading_screen_hint_15;¡TRRRRRROOOOOOCCCCCCOOOOOOOOOO!
advance_loading_screen_hint_16;¡Cuanto más alto sea tu rango, más puntos de recompensa obtienes al final de una temporada!
advance_loading_screen_hint_17;¡Hasta que alcances el rango 7, ganar partidas seguidas te garantiza una pieza adicional de mosaico!
advance_loading_screen_hint_18;¡Cuando alcanzas nivel 60, puedes volver a subir de nuevo y conseguir cartas más raras en los barriles!
advance_loading_screen_hint_19;Hay bonificaciones permanentes de prestigio, que se desbloquean cada 60 niveles.
advance_loading_screen_hint_2;Si te gustó la partida que jugaste, ¡no olvides mandar un Buena Partida!
advance_loading_screen_hint_20;Los aspectos de líder solo se pueden equipar en un mazo de su facción correspondiente.
advance_loading_screen_hint_21;Las cartas que se descartan durante los intercambios regresan al mazo al final de esa fase.
advance_loading_screen_hint_22;¡Recuerda gastar tus puntos de recompensa en el libro de recompensas!
advance_loading_screen_hint_23;Al ganar tu primer prestigio, obtendrás la garantía de recibir por lo menos 2 cartas raras en todos los barriles, ¡para siempre!
advance_loading_screen_hint_24;Puedes seguir contratos en tu perfil de jugador.
advance_loading_screen_hint_25;Puedes anclar hasta 3 contratos en tu perfil para mostrarlos.
advance_loading_screen_hint_26;Para subir a lo más alto de la clasificación, debes jugar al menos 25 partidas con 4 facciones.
advance_loading_screen_hint_27;Después de alcanzar el rango 1, puedes subir un nivel más para entrar en el rango Pro.
advance_loading_screen_hint_28;Las cartas desterradas no activan su habilidad de sueño mortal, ¡pero las condenadas sí!
advance_loading_screen_hint_29;Abre tu mazo y tu cementerio para ver qué hay dentro.
advance_loading_screen_hint_3;Los monstruos reúnen enjambres y se consumen unos a otros.
advance_loading_screen_hint_30;Puedes agregar más de 25 cartas a tu mazo.
advance_loading_screen_hint_31;Una construcción de mazos inteligente es la clave de la victoria.
advance_loading_screen_hint_32;¿Quieres que tus partidas sean más rápidas? Experimenta con el ajuste "Mostrar descripción de las cartas jugadas por tu rival" en el menú de ajustes.
advance_loading_screen_hint_4;Los Reinos del Norte pueden crecer sin control si no se les detiene.
advance_loading_screen_hint_5;¡Los nilfgaardianos son conocidos por usar tu propia fuerza contra ti mismo!
advance_loading_screen_hint_6;¡Los guerreros de Skellige medran con sus propias heridas y las de sus rivales!
advance_loading_screen_hint_7;¡Ten cuidado con las trampas y emboscadas de Scoia'tael!
advance_loading_screen_hint_8;El Sindicato encarga servicios turbios con su propia moneda especial.
advance_loading_screen_hint_9;Cualquier facción puede reunir monedas del Sindicato.
age_restriction_description;Tu cuenta no cumple con los requisitos de edad.
age_restriction_title;Acceso restringido
ai_player_name;Máquina de Turing
anity_gameboard_50026_title;Ignore.
anti_fatigue_five_and_more_hours;N/A
anti_fatigue_one_hour;N/A
anti_fatigue_three_hours;N/A
anti_fatigue_three_to_five_hours;N/A
anti_fatigue_two_hours;N/A
arena_abandon_fail_text;Hubo un error al intentar romper el pacto.
arena_abandon_fail_title;Error
arena_button_show_details;Mostrar detalles del mazo
arena_card_set_defense_armor;Armadura
arena_card_set_defense_boost;Potenciación
arena_card_set_defense_defender;Defensor
arena_card_set_defense_shield;Escudo
arena_card_set_defense_sukrus;Sukrus
arena_card_set_madock_trio;Trío de Madoc
arena_card_set_mechanical_adrenaline;Adrenalina
arena_card_set_mechanical_bloodthirst;Sanguinario
arena_card_set_mechanical_charge;Refuerzo
arena_card_set_mechanical_coins;Monedas
arena_card_set_mechanical_create;Crear
arena_card_set_mechanical_deathwish;Sueño mortal
arena_card_set_mechanical_discard;Descarte
arena_card_set_mechanical_disloyal;Desleal
arena_card_set_mechanical_harmony;Armonía
arena_card_set_mechanical_intimidate;Intimidar
arena_card_set_mechanical_move;Movimiento
arena_card_set_mechanical_order;Orden
arena_card_set_mechanical_patience;Paciencia
arena_card_set_mechanical_traps;Trampas
arena_card_set_mechanical_tribute;Tributo
arena_card_set_offensive_bleeding;Sangrado
arena_card_set_offensive_bounty;Recompensa
arena_card_set_offensive_control;Control
arena_card_set_offensive_generic;Ofensivo
arena_card_set_offensive_lock;Bloqueo
arena_card_set_offensive_poison;Veneno
arena_card_set_offensive_weather;Clima
arena_card_set_offensive_weather_rain;Clima - Lluvia
arena_card_set_ships_and_pirates;Barcos y piratas
arena_card_set_special_alchemy;Alquimia
arena_card_set_special_bombs;Bombas
arena_card_set_special_crimes;Crímenes
arena_card_set_special_nature;Naturaleza
arena_card_set_special_neutral;Hechizos
arena_card_set_special_organic;Orgánico
arena_card_set_special_raid;Saqueo
arena_card_set_special_tactics;Tácticas
arena_card_set_special_warfare;Bélico
arena_card_set_thinning_bluestripes;Franjas Azules
arena_card_set_thinning_brokilonsentinel;Centinelas de Brokilón
arena_card_set_thinning_casinobouncers;Matones del casino
arena_card_set_thinning_crowmessenger;Mensajeros del cuervo
arena_card_set_thinning_dun_banner;Estandartes de Dun
arena_card_set_thinning_foglet;Boira
arena_card_set_thinning_huntingpack;Manada de caza
arena_card_set_thinning_imperabrigade;Brigada Impera
arena_card_set_thinning_knickers;El mejor amigo de Calzón
arena_card_set_thinning_mahakam_volunteers;Reclutas de Mahakam
arena_card_set_thinning_queensguard;Drummond: Guardias
arena_card_set_thinning_roach;¿Cómo llegó aquí Sardinilla?
arena_card_set_thinning_sewer_riders;Saqueadores de cloacas
arena_card_set_thinning_shieldmaiden;Escuderas Drummond
arena_card_set_thinning_vernon_roche;Vernon Roche
arena_card_set_thinning_whriders;Jinetes de la Cacería Salvaje
arena_card_set_thinning_wtrio;Vesemir, Lambert y Eskel
arena_card_set_tribal_aristocrats;Aristócratas
arena_card_set_tribal_beasts;Bestias
arena_card_set_tribal_blindeyes;Ojos Cerrados
arena_card_set_tribal_druids;Druidas
arena_card_set_tribal_dryads;Dríadas
arena_card_set_tribal_dwarf;Enanos
arena_card_set_tribal_elves;Elfos
arena_card_set_tribal_insectoids;Insectoides
arena_card_set_tribal_mages;Magos
arena_card_set_tribal_relict;Relicto
arena_card_set_tribal_siege_engine;Ingenieros asedio
arena_card_set_tribal_soldiers;Soldados
arena_card_set_tribal_vampire;Vampiros
arena_card_set_tribal_warriors;Guerreros
arena_card_set_tribal_wild_hunt;Cacería Salvaje
arena_card_set_tribal_witchers;Brujos
arena_card_set_value_deck_shuffle;Mezcla de mazo
arena_card_set_value_firesworn;Flamígeros
arena_card_set_value_generic_swarm;Enjambre de tablero
arena_card_set_value_hoard;Provisión
arena_card_set_value_points;Poder alto
arena_card_set_value_prebuff;Potenciación previa
arena_card_set_value_self_poison;Autoveneno
arena_card_set_value_self_wound;Daño autoinfligido
arena_card_set_value_vitality;Vitalidad
arena_card_set_wombo_combo_armor;Malabares de armadura
arena_card_set_wombo_combo_borsodi;Hermanos Borsodi
arena_card_set_wombo_combo_crones;Moiras en los fogones
arena_card_set_wombo_combo_dulla;Dulla y el creador de runas
arena_card_set_wombo_combo_etriel;Etriel y Muirlega
arena_card_set_wombo_combo_geralt;Geralt desatado
arena_card_set_wombo_combo_kambi;Kambi cacarea tres veces
arena_card_set_wombo_combo_ozzrel;El rico tentempié de Ozzrel
arena_card_set_wombo_combo_palmerin;Milton y Palmerín
arena_card_set_wombo_combo_unicorns;Arcoiris de unicornios
arena_card_set_wombo_combo_viper;Lacayos de Letho
arena_deck_completed_text;Mazo completado
arena_event_battle_giants;Batalla de gigantes\n\n¡Convoca el poder de los gigantes! En este evento solo se pueden elegir cartas con un coste de reclutamiento de 11 o más.
arena_event_desc_blood_n_wine;Sangre y vino\n\n¡Hora de un festín sangriento! Solo las cartas de Blood and Wine - Expansión de cartas estarán disponibles durante este desafío.
arena_event_desc_bronze;Peón a rey\n\n¡Hasta los brujos tienen dificultades para pelear contra una multitud! Solo las cartas de bronce estarán disponibles durante este desafío.
arena_event_desc_crimson_curse;Maldición carmesí\n\nGaunter es un gran admirador de la magia oscura y de los rituales sangrientos. En este desafío, solo las cartas de la expansión Crimson Curse están disponibles.
arena_event_desc_elf;Temporada del Elfo\n\nEste modo te permite jugar partidas de temporada ignorando los límites de creación de mazos normales.
arena_event_desc_ep3;¡Iron Judgment!\n Durante este evento, ¡la selección de cartas está limitada solo a cartas de la expansión de Iron Judgment!
arena_event_desc_full_spectrum;Espectro completo\n\n¿Por qué limitarte a un solo color? En este desafío, cada juego que elijas tendrá cartas de varias rarezas.
arena_event_desc_gold;Fiebre del oro\n\nLos héroes más famosos del mundo se enfrentan cara a cara. ¿Quién obtendrá la victoria? Solo las cartas de oro estarán disponibles durante este desafío.
arena_event_desc_leader_challenge;¡Muéstranos el camino!\n\n Gaunter respeta a quienes ostentan el verdadero poder. En este modo, el único líder disponible es el ganador del desafío de líder.
arena_event_desc_leader_first;¡Muestra el camino!\n\nEn este modo especial de la arena, los líderes se eligen desde el comienzo con la elección de las cartas. 
arena_event_desc_magic;Temporada de la Magia\n\nEste modo te permite jugar partidas de temporada ignorando los límites de creación de mazos normales.
arena_event_desc_monsters;Ley de la selva\n\nEs la supervivencia del más apto. Solo las cartas de monstruos estarán disponibles durante este desafío.
arena_event_desc_nilfgaard;Entretenimiento en la corte\n\nLa corte imperial alberga más peligros que la mayoría de los campos de batalla. Solo las cartas de Nilfgaard estarán disponibles durante este desafío.
arena_event_desc_northern;Choque de reyes\n\nLos codiciosos reyes vuelven a enfrentarse. Solo las cartas de los reinos del norte estarán disponibles durante este desafío.
arena_event_desc_one_life;Muerte súbita\n\n¡El fracaso no es una opción! En este desafío, una sola derrota terminará tu recorrido en la arena.
arena_event_desc_scoia;Guerra de las razas antiguas\n\nAntes de la aparición de los hombres, las razas antiguas competían por el dominio del continente. Solo las cartas Scoia'tael estarán disponibles durante este desafío.
arena_event_desc_silver;La senda plateada\n\nMuchos héroes han esperado una oportunidad para alcanzar la gloria. ¡Y su momento ha llegado! Solo las cartas de plata estarán disponibles durante este desafío.
arena_event_desc_skellige;Lucha de clanes\n\nLa beligerancia de los habitantes de Skellige es legendaria. Solo las cartas de Skellige estarán disponibles durante este desafío.
arena_event_desc_swap;Imitador\n\n¡Aprovecha la fortaleza del mazo de tu oponente! En este desafío, juega con el mazo de tu oponente en lugar del tuyo.
arena_event_desc_syndicate;¡Sindicato! \n\nGaunter adora las figuras oscuras, el crimen organizado y los delitos. En este desafío, las cartas están limitadas exclusivamente a la facción del Sindicato.
arena_event_desc_viper;Temporada de la Víbora\nEste modo te permite jugar partidas de temporada ignorando los límites de creación de mazos normales.
arena_event_four_kind;Todos a una\n\n¡La plebe irrumpió en la arena! En este desafío, solo se podrán elegir cartas con un coste de reclutamiento de 4.
arena_event_mode_classic_title;ESTÁNDAR
arena_event_mode_special_title;ESPECIAL
